                                     identity  source_x  source_y  source_w  source_h  Facenet_cosine Person
/home/reda/Pictures/persons/neymar/neymar.png       484        89       117       171         0.34335 neymar

                                    identity  source_x  source_y  source_w  source_h  Facenet_cosine Person
/home/reda/Pictures/persons/messi/messi.jpeg       235        65       120       170        0.271018  messi

